,Hand
442,"['4♠', 'J♥', '4♣', '6♦', '3♠']"
443,"['2♥', '2♣', 'A♣', 'K♥', '4♦']"
444,"['K♦', '10♦', '8♣', '2♦', '3♥']"
445,"['4♣', '2♦', '6♣', '4♠', '7♥']"
446,"['7♣', '9♥', '9♦', '5♠', '8♥']"
447,"['J♥', '8♦', '8♥', '2♣', '10♠']"
448,"['9♥', '2♠', '2♥', 'J♥', '8♠']"
449,"['9♣', '2♥', 'A♥', '10♦', '3♠']"
450,"['5♦', 'J♥', '7♣', '6♦', 'A♣']"
451,"['3♠', '7♣', '3♣', '10♦', '2♠']"
452,"['6♠', '8♦', '10♣', '10♥', '7♠']"
453,"['9♣', '4♦', '2♦', '6♦', 'Q♠']"
454,"['8♦', '10♦', '10♠', 'K♦', 'J♦']"
455,"['A♥', '9♦', 'A♦', '10♣', '2♠']"
456,"['5♠', 'Q♣', '7♠', '10♣', '8♥']"
457,"['A♣', 'Q♣', '3♦', 'K♣', '4♠']"
458,"['8♦', '4♥', '4♠', 'A♥', '2♠']"
459,"['3♠', '8♠', 'K♣', '7♦', '3♥']"
460,"['10♥', 'K♥', '10♠', '5♦', '2♦']"
461,"['10♣', '6♥', '3♣', '2♥', 'Q♠']"
462,"['5♠', '3♠', '10♣', '6♣', '8♠']"
463,"['2♥', '5♠', '10♠', '8♦', 'Q♠']"
464,"['8♠', '2♣', '8♥', '10♣', '4♦']"
465,"['K♠', '10♠', '5♦', '4♥', 'J♠']"
466,"['Q♥', '9♦', '5♦', 'Q♦', '6♥']"
467,"['7♥', '3♠', '5♣', 'Q♠', '5♦']"
468,"['J♦', 'Q♣', '4♠', 'K♦', '7♥']"
469,"['Q♣', '5♣', '10♥', 'J♣', 'A♥']"
470,"['Q♣', 'A♣', '7♦', '8♦', '8♥']"
471,"['7♣', '7♠', 'A♦', 'J♦', 'Q♦']"
472,"['10♣', 'A♥', '7♦', '2♦', '6♠']"
473,"['2♥', '6♠', '6♥', '10♣', '6♦']"
474,"['Q♦', '5♦', '4♥', '7♥', '8♣']"
475,"['Q♦', '6♥', '6♠', '6♣', 'Q♣']"
476,"['10♣', '10♦', '2♣', '3♦', '5♣']"
477,"['6♦', '4♦', '2♥', '7♠', '5♣']"
478,"['10♣', '10♠', '6♠', '8♥', '6♦']"
479,"['A♦', '6♦', 'J♠', 'Q♠', 'A♥']"
480,"['A♦', '5♥', '9♥', 'Q♦', '9♠']"
481,"['6♣', '2♣', '6♠', '5♣', '7♦']"
482,"['8♠', '6♣', 'A♥', 'K♥', '4♦']"
483,"['A♦', '10♣', 'J♥', '6♥', '9♥']"
484,"['2♣', 'J♥', '4♠', 'Q♠', 'Q♣']"
485,"['2♠', 'K♥', '6♣', '7♥', '8♥']"
486,"['4♠', '8♣', '10♥', '7♦', 'K♠']"
487,"['9♣', '3♥', '4♠', 'Q♣', 'A♦']"
488,"['J♥', '9♣', '7♦', '2♠', 'J♠']"
489,"['7♥', '5♠', '5♣', 'A♦', '8♣']"
490,"['10♠', 'J♥', '8♣', 'A♥', '3♥']"
491,"['A♥', '4♥', '10♦', 'Q♦', 'K♥']"
492,"['8♦', '8♠', '6♦', '6♠', 'Q♦']"
493,"['2♠', '8♣', '3♥', 'J♦', 'J♠']"
494,"['A♦', '6♥', '2♠', '8♥', '4♥']"
495,"['6♣', '10♥', '2♠', '7♥', '3♥']"
496,"['3♠', '3♥', 'K♣', '10♣', 'A♥']"
497,"['6♠', '3♣', 'Q♠', '4♥', 'Q♣']"
498,"['J♦', '3♠', 'A♣', '9♠', '7♠']"
499,"['J♥', '3♦', '3♠', '2♦', 'K♦']"
500,"['9♦', '7♣', 'J♥', 'Q♦', 'A♣']"
501,"['Q♥', 'A♣', '6♥', 'K♦', '5♠']"
502,"['3♦', '5♦', 'K♣', 'A♥', '8♦']"
503,"['8♣', '7♠', '5♣', '4♣', '10♥']"
504,"['A♦', '6♦', 'A♣', '8♣', '7♦']"
505,"['10♠', '7♦', 'Q♣', 'Q♥', '8♠']"
506,"['4♠', 'J♠', '8♣', '10♠', 'K♠']"
507,"['4♣', '5♦', 'A♣', '4♦', '4♠']"
508,"['10♥', '9♠', 'Q♣', '2♣', 'A♣']"
509,"['4♠', '5♣', 'K♥', '3♥', '5♥']"
510,"['6♥', '8♦', '10♦', '8♣', 'J♥']"
511,"['4♠', '9♠', '3♠', 'K♣', 'K♥']"
512,"['6♦', '3♠', 'J♦', 'J♥', 'A♣']"
513,"['K♦', '9♣', '6♣', '8♣', '3♥']"
514,"['9♦', 'A♣', '8♥', '2♣', 'J♠']"
515,"['A♦', '7♠', '4♦', 'Q♥', 'J♦']"
516,"['2♥', 'K♦', '8♥', 'J♣', 'K♥']"
517,"['Q♣', '3♠', '7♦', '3♥', 'K♦']"
518,"['2♠', 'J♣', '6♣', '10♥', '9♥']"
519,"['10♠', 'Q♣', 'K♣', 'Q♦', '10♣']"
520,"['9♥', '2♠', '5♣', '7♣', 'J♣']"
521,"['7♣', '5♦', 'Q♠', '6♠', 'K♦']"
522,"['8♥', 'J♣', '8♦', 'J♥', '3♣']"
523,"['4♠', '4♣', '9♦', '10♣', '7♥']"
524,"['2♠', 'J♣', '10♦', '8♦', '9♥']"
525,"['5♠', '2♠', '10♣', '7♠', '3♣']"
526,"['Q♠', '2♠', 'K♣', 'J♣', 'Q♣']"
527,"['4♣', '3♠', '4♥', 'K♠', '5♦']"
528,"['J♣', 'Q♥', '7♥', '7♦', '6♥']"
529,"['10♣', '6♥', '10♥', 'J♣', '8♦']"
530,"['6♣', 'Q♠', '3♣', 'J♠', 'A♦']"
531,"['J♠', 'K♥', '8♣', '4♦', '2♠']"
532,"['10♦', 'K♦', '5♣', '6♦', 'K♣']"
533,"['10♥', 'A♥', '9♠', '5♥', '3♣']"
534,"['7♥', '9♥', '3♦', '9♦', 'J♥']"
535,"['6♣', '8♦', '9♣', 'K♠', 'A♣']"
536,"['10♦', '6♠', 'K♣', '3♣', '7♥']"
537,"['5♣', '9♥', '8♣', 'J♠', '5♠']"
538,"['K♣', '2♥', '5♦', '2♣', '3♣']"
539,"['8♠', 'A♣', '9♣', '2♦', 'J♣']"
540,"['4♦', '9♦', '6♠', 'J♦', '5♠']"
541,"['10♥', '6♥', '7♦', 'J♣', '8♥']"
542,"['5♣', 'Q♣', '6♣', '9♥', '7♣']"
543,"['2♥', '6♥', 'K♣', '3♥', 'K♥']"
544,"['2♦', '7♣', '6♥', 'J♠', 'K♣']"
545,"['2♦', '3♥', '5♣', '10♥', '3♠']"
546,"['J♣', '2♠', '4♥', '2♥', '10♣']"
547,"['2♦', '8♥', '2♠', '10♦', 'A♥']"
548,"['9♣', 'Q♦', '7♦', '5♣', '3♠']"
549,"['K♣', '4♣', 'Q♦', '5♣', '10♥']"
550,"['3♣', 'J♦', '9♠', '10♠', '8♥']"
551,"['4♣', 'K♣', '8♣', 'K♥', 'A♦']"
552,"['A♣', 'Q♠', '7♥', '3♦', '7♠']"
553,"['6♠', 'K♦', 'J♦', '3♠', '9♣']"
554,"['10♥', '10♦', 'Q♥', '8♥', 'J♥']"
555,"['10♥', 'A♥', 'K♠', '2♦', '3♥']"
556,"['Q♠', '6♦', '5♥', '3♠', '6♣']"
557,"['J♠', '10♥', 'A♣', '2♥', '5♠']"
558,"['3♥', 'J♦', 'Q♥', '4♥', '9♥']"
559,"['3♠', 'J♠', '10♦', '8♥', 'Q♠']"
560,"['10♦', 'A♣', '3♠', '10♣', '7♠']"
561,"['Q♦', '6♥', '7♦', '6♣', '2♦']"
562,"['K♠', '7♠', '2♦', 'Q♠', '2♠']"
563,"['J♥', '6♣', '8♣', '5♠', 'K♦']"
564,"['J♥', '2♦', '2♠', 'Q♠', '4♠']"
565,"['6♦', '10♦', '6♠', '5♦', 'Q♣']"
566,"['9♥', '4♣', 'Q♥', '3♣', '9♠']"
567,"['8♦', '2♣', 'Q♦', '7♠', 'A♦']"
568,"['2♠', '8♥', '5♠', '6♥', '7♥']"
569,"['7♠', '2♦', 'J♥', '8♠', '7♦']"
570,"['Q♥', '6♣', 'Q♣', '9♠', '5♠']"
571,"['K♦', '4♣', '4♥', '5♠', '3♥']"
572,"['4♣', '4♥', 'K♣', '3♠', '6♦']"
573,"['6♦', '8♥', '3♠', 'K♣', 'J♦']"
574,"['Q♥', '8♠', 'J♠', '3♦', '5♥']"
575,"['Q♥', '9♠', 'J♣', '5♠', '2♦']"
576,"['9♣', '5♣', 'Q♥', '3♣', '4♥']"
577,"['3♠', '7♣', '4♥', '2♣', 'Q♦']"
578,"['J♥', 'Q♠', '10♣', '9♣', '10♦']"
579,"['2♥', '5♣', '2♣', 'Q♣', '4♠']"
580,"['9♣', 'A♣', '4♦', '7♣', '2♥']"
581,"['3♣', '10♠', '3♥', '3♠', '5♥']"
582,"['6♦', '3♥', 'K♣', 'A♣', '3♣']"
583,"['8♥', 'J♦', '6♥', '4♣', 'K♣']"
584,"['5♠', 'A♥', '10♦', '4♥', '3♥']"
585,"['Q♣', '6♦', '4♣', '5♠', '4♦']"
586,"['9♦', '7♥', '3♦', 'A♣', 'J♠']"
587,"['3♠', '10♦', '5♠', '2♣', '6♥']"
588,"['2♠', '7♣', 'A♥', 'J♣', '10♥']"
589,"['7♣', '4♣', '10♠', '10♣', 'Q♦']"
590,"['8♣', '10♥', '2♣', '5♦', '4♠']"
591,"['5♠', '2♣', '4♦', 'Q♦', 'J♣']"
592,"['K♠', 'K♣', '2♦', '7♠', 'J♣']"
593,"['2♠', '6♠', '7♣', '8♣', '4♣']"
594,"['A♦', 'A♣', 'J♦', '9♦', '9♣']"
595,"['10♥', 'Q♦', 'A♥', '8♦', '8♣']"
596,"['K♦', 'J♦', '8♥', '10♦', '8♠']"
597,"['7♠', '9♠', '8♦', '2♥', 'K♥']"
598,"['5♣', '10♠', '8♦', '9♥', 'J♣']"
599,"['J♥', 'Q♣', '5♣', 'J♠', '6♠']"
600,"['A♥', 'K♣', '3♣', 'K♦', 'J♥']"
601,"['7♦', '6♦', '5♦', 'Q♠', '7♥']"
602,"['K♣', '3♦', '9♦', '10♣', '9♠']"
603,"['K♦', 'J♣', 'A♦', '3♦', 'A♣']"
604,"['10♣', '8♣', 'K♦', '5♠', '2♠']"
605,"['K♣', '7♠', '7♣', '8♠', '4♦']"
606,"['8♦', 'K♣', '5♣', '6♣', '3♣']"
607,"['7♦', '4♣', 'J♥', '10♦', '5♦']"
608,"['A♥', '5♣', '2♦', 'A♦', '3♣']"
609,"['K♥', 'J♣', '2♣', '3♣', '3♠']"
610,"['3♥', '6♦', '7♣', '4♥', 'Q♣']"
611,"['9♥', '10♠', 'A♦', '10♦', 'A♥']"
612,"['3♣', '6♣', '7♣', '5♦', 'J♦']"
613,"['A♥', '6♥', '5♣', '2♥', '6♣']"
614,"['6♦', 'J♠', '8♠', '10♦', '4♠']"
615,"['9♣', 'J♥', '5♦', '10♠', '8♠']"
616,"['Q♣', '3♦', '2♣', 'J♣', '5♦']"
617,"['8♠', '3♠', '10♣', '3♦', 'Q♣']"
618,"['6♦', '2♣', '2♦', '7♣', '3♥']"
619,"['K♦', 'K♥', '10♠', '9♣', '8♠']"
620,"['2♦', '8♠', '2♣', '10♦', '7♠']"
621,"['3♥', '9♣', '10♠', '2♥', 'J♠']"
622,"['8♣', '3♠', '7♠', 'A♦', '3♥']"
623,"['2♦', '10♠', '6♣', 'A♦', '6♦']"
624,"['J♣', 'Q♥', '2♥', '7♠', 'K♠']"
625,"['9♦', '4♣', 'A♥', 'A♦', '10♦']"
626,"['J♦', '4♦', '8♠', '6♥', '7♣']"
627,"['4♠', '9♠', '4♥', 'J♦', '3♦']"
628,"['6♥', 'Q♠', '4♣', '2♠', '5♦']"
629,"['A♣', '7♠', '4♦', '6♠', '3♥']"
630,"['Q♦', '6♦', 'K♦', '10♥', 'A♥']"
631,"['3♦', 'K♥', '6♣', '2♦', '4♠']"
632,"['8♣', 'Q♠', 'Q♣', 'K♥', '2♦']"
633,"['4♠', 'J♣', '9♥', '3♥', 'A♦']"
634,"['3♠', '5♠', 'J♦', 'J♣', 'K♦']"
635,"['J♣', 'A♦', 'K♦', '2♠', '7♥']"
636,"['A♦', '2♥', '7♠', '2♠', '4♦']"
637,"['J♥', '7♦', '4♠', '5♦', '6♠']"
638,"['10♠', '3♣', '3♦', 'K♠', '2♦']"
639,"['2♣', '6♦', '9♥', '10♥', '5♥']"
640,"['7♣', '2♥', 'J♠', '5♠', 'A♦']"
641,"['A♣', '10♦', 'K♣', '3♥', '4♥']"
642,"['9♦', '6♣', '4♦', 'Q♠', '3♣']"
643,"['2♣', '2♦', '9♥', 'Q♦', 'Q♠']"
644,"['A♦', 'Q♥', '4♠', '5♣', '10♥']"
645,"['6♠', '9♠', 'Q♠', '2♠', '4♠']"
646,"['8♥', 'Q♦', 'K♣', '8♣', '10♥']"
647,"['6♥', '6♠', '9♥', '8♦', '9♠']"
648,"['Q♠', '7♠', '10♠', 'A♦', '5♠']"
649,"['Q♣', '3♠', 'A♣', '10♥', '7♣']"
650,"['10♥', '2♣', '5♥', '2♥', 'A♥']"
651,"['8♥', '9♠', '3♠', '2♠', 'A♦']"
652,"['7♥', 'J♣', '3♠', '6♥', '2♥']"
653,"['A♥', '9♥', '9♣', 'K♦', '3♣']"
654,"['4♥', 'A♣', 'K♠', 'A♥', '6♥']"
655,"['A♥', '3♥', 'A♣', 'J♦', '10♥']"
656,"['2♦', '5♦', '3♣', '9♣', '7♥']"
657,"['3♠', '3♥', '7♠', '5♣', '10♠']"
658,"['6♦', 'Q♣', '9♠', '9♦', '7♣']"
659,"['5♥', 'J♦', '6♥', 'Q♠', 'Q♦']"
660,"['9♠', 'J♦', 'J♥', '2♦', 'A♦']"
661,"['J♠', '5♥', 'A♦', '5♠', '9♦']"
662,"['3♥', 'J♦', '8♣', 'A♣', '3♣']"
663,"['K♠', '3♣', 'Q♦', '6♦', '5♠']"
664,"['9♦', '6♦', '7♦', 'J♠', '6♠']"
665,"['4♠', '3♣', '8♣', 'J♣', '8♦']"
666,"['4♠', '6♠', 'J♣', '2♠', 'A♣']"
667,"['K♥', '4♦', 'Q♦', '7♦', '3♣']"
668,"['K♦', 'J♥', 'A♦', 'K♠', '8♣']"
669,"['2♦', '5♥', '10♣', '3♠', '2♥']"
670,"['5♠', '5♥', '6♣', '9♣', '6♥']"
671,"['4♠', 'Q♦', '8♥', '9♥', '3♠']"
672,"['5♦', 'K♣', '7♥', '8♣', '7♣']"
673,"['J♦', '7♦', 'Q♣', 'K♠', '5♥']"
674,"['9♦', '9♣', '10♦', 'J♥', 'J♣']"
675,"['K♣', '5♣', '3♠', '9♦', 'A♥']"
676,"['K♥', 'J♦', 'J♠', '2♦', 'K♣']"
677,"['9♣', '9♠', '7♣', 'Q♦', '4♠']"
678,"['J♣', 'A♦', 'Q♠', '5♣', '8♠']"
679,"['7♣', '8♠', '3♥', '10♥', '8♣']"
680,"['Q♦', '5♠', '5♦', 'K♣', '10♥']"
681,"['10♦', '2♠', '4♥', '9♠', '10♥']"
682,"['5♥', '4♠', 'Q♠', '6♠', '3♣']"
683,"['Q♦', 'K♥', '9♥', '2♦', '5♦']"
684,"['3♠', 'K♣', 'K♦', '3♣', '2♦']"
685,"['2♣', 'J♥', '8♣', '10♥', 'Q♦']"
686,"['K♣', '2♦', '6♠', '7♣', '9♥']"
687,"['5♣', '8♥', 'Q♦', '7♥', '2♣']"
688,"['J♦', '5♣', '2♥', '6♠', '4♥']"
689,"['2♣', '4♣', '10♠', '7♥', '3♠']"
690,"['10♠', '10♥', '7♦', '4♥', '2♠']"
691,"['8♠', '9♠', '7♣', '4♣', '10♦']"
692,"['9♣', '2♥', '2♣', '6♠', '2♠']"
693,"['2♠', 'J♣', '6♠', 'Q♥', '2♥']"
694,"['A♦', '2♣', '4♦', 'Q♣', '2♦']"
695,"['4♣', 'J♣', '6♠', '7♣', 'K♠']"
696,"['8♥', '10♠', '3♣', 'Q♠', '8♠']"
697,"['6♦', '5♥', 'A♦', 'K♥', 'J♣']"
698,"['10♥', '8♣', '6♦', '9♠', '6♥']"
699,"['4♦', 'K♠', 'J♥', '5♠', '8♥']"
700,"['K♥', 'Q♣', '8♠', 'J♠', 'Q♦']"
701,"['J♠', '4♥', '3♠', '6♦', 'Q♦']"
702,"['A♥', '9♣', 'Q♥', '2♥', 'K♥']"
703,"['3♠', '10♠', '6♥', '5♥', '9♥']"
704,"['Q♣', 'K♣', '5♥', 'Q♦', '4♥']"
705,"['4♦', '10♦', '7♠', '3♥', '4♠']"
706,"['K♥', '4♦', 'K♣', '7♥', '7♠']"
707,"['K♥', 'J♥', '10♦', '2♠', '3♦']"
708,"['7♠', 'K♥', '5♣', '7♥', '5♦']"
709,"['9♣', 'J♣', '3♣', 'K♦', 'A♣']"
710,"['K♥', '9♥', '7♦', 'K♣', '5♣']"
711,"['Q♥', '10♥', '6♠', 'A♣', '9♠']"
712,"['3♣', '9♠', '4♣', '3♠', '10♥']"
713,"['Q♣', '2♣', '9♣', 'A♥', '5♦']"
714,"['3♣', 'J♦', 'A♥', '6♣', '10♠']"
715,"['6♦', '2♣', '7♦', '6♠', '8♣']"
716,"['7♠', 'K♥', '3♥', '4♦', 'J♥']"
717,"['J♣', '8♦', '5♣', '7♥', 'A♥']"
718,"['6♠', 'J♦', 'A♣', '10♦', '7♥']"
719,"['J♦', 'K♣', '3♣', '3♠', '5♠']"
720,"['2♣', 'Q♦', '7♥', '4♣', '2♠']"
721,"['2♠', 'K♥', '4♠', '6♥', '5♦']"
722,"['K♣', '3♦', '7♣', 'Q♦', '6♣']"
723,"['8♦', '2♦', '7♠', '6♠', '5♦']"
724,"['6♥', '8♠', '8♥', 'A♣', 'Q♠']"
725,"['6♦', 'J♥', '8♥', '3♣', '4♥']"
726,"['K♦', 'J♣', '8♥', '6♣', 'A♦']"
727,"['2♥', 'K♣', '8♣', '7♣', 'K♠']"
728,"['10♦', '9♦', '5♥', 'Q♠', '4♦']"
729,"['9♣', '4♦', 'K♥', 'K♦', '8♣']"
730,"['A♥', '6♣', 'K♣', '5♦', '8♥']"
731,"['4♣', 'K♥', '6♠', '5♥', '5♠']"
732,"['7♣', '5♦', '5♠', '10♠', '6♥']"
733,"['2♣', '5♦', 'J♣', '4♥', '10♦']"
734,"['6♠', '9♥', '6♣', 'J♣', 'A♦']"
735,"['3♠', 'J♥', '10♦', '3♥', '3♦']"
736,"['4♦', '7♦', '3♠', '5♣', '5♦']"
737,"['2♥', 'J♣', '9♣', '10♥', 'A♥']"
738,"['6♣', '10♣', '5♣', 'A♣', 'A♦']"
739,"['2♥', '9♣', '9♥', '9♠', '9♦']"
740,"['A♣', '10♦', 'Q♦', '4♥', '3♦']"
741,"['2♥', '3♣', '9♦', '8♥', 'J♥']"
742,"['3♥', '3♠', '8♠', '4♠', 'Q♣']"
743,"['4♠', 'K♦', '10♥', '9♥', '9♣']"
744,"['10♦', 'A♥', '2♥', '4♦', '4♠']"
745,"['2♠', '5♣', '6♠', 'Q♦', '4♦']"
746,"['2♥', '6♠', '10♦', '10♠', '7♥']"
747,"['5♦', '7♦', '10♥', '6♥', 'A♦']"
748,"['6♣', '3♦', '8♦', '2♥', '5♥']"
749,"['5♦', 'Q♣', 'A♣', 'J♥', '6♦']"
750,"['6♠', '6♥', '3♠', '9♥', '9♦']"
751,"['Q♦', '7♣', '9♠', '3♠', 'J♣']"
752,"['5♦', '10♠', '3♦', '9♥', 'K♥']"
753,"['4♠', 'Q♦', '2♥', '5♠', 'K♦']"
754,"['J♦', '4♠', 'Q♠', '8♠', 'J♥']"
755,"['J♥', '8♠', '4♥', '10♦', 'K♥']"
756,"['3♠', 'K♣', '2♥', 'Q♣', '8♦']"
757,"['6♣', '5♠', '9♠', '3♦', 'K♦']"
758,"['2♥', '6♦', '2♣', '4♦', '8♥']"
759,"['A♦', '8♣', 'J♠', '7♠', '7♦']"
760,"['6♥', '5♣', '10♠', '9♠', '7♥']"
761,"['10♣', 'J♦', '8♣', '10♦', '9♣']"
762,"['8♦', '6♠', 'K♣', '8♣', 'K♦']"
763,"['Q♠', '10♥', '2♥', '5♣', '4♥']"
764,"['7♦', '6♥', 'K♦', '2♣', '5♠']"
765,"['5♥', '5♦', '7♦', '4♦', '6♦']"
766,"['6♦', '6♠', '2♥', '2♠', '4♥']"
767,"['2♠', 'Q♠', '8♣', '7♣', '2♣']"
768,"['7♠', '10♦', '9♣', '8♣', '8♦']"
769,"['10♣', '3♥', '4♥', 'A♥', 'Q♠']"
770,"['K♥', 'A♣', '4♥', 'A♥', '7♠']"
771,"['3♦', 'J♦', 'A♣', 'A♥', 'Q♣']"
772,"['6♣', '10♣', '2♦', 'J♥', '5♦']"
773,"['7♠', '3♣', '3♠', 'Q♣', 'A♥']"
774,"['10♣', '8♣', '9♦', '2♠', '7♥']"
775,"['J♦', 'K♠', 'A♦', 'A♣', '2♥']"
776,"['4♥', 'K♣', '7♠', '3♠', '10♦']"
777,"['2♠', '10♠', 'J♣', '8♣', '10♣']"
778,"['J♣', '7♦', '5♣', '3♠', 'A♣']"
779,"['J♥', '10♠', '4♦', 'K♣', 'K♥']"
780,"['7♥', '9♦', '6♦', 'Q♥', '2♥']"
781,"['6♦', '5♦', '9♣', 'K♠', 'K♥']"
782,"['5♣', 'K♥', 'J♣', '5♦', '6♦']"
783,"['10♠', 'Q♠', '8♣', '7♦', '4♣']"
784,"['9♠', 'A♥', '7♣', '6♣', '5♦']"
785,"['5♦', '3♠', '4♣', 'A♦', 'K♣']"
786,"['6♥', '2♦', '8♠', '10♥', 'K♥']"
787,"['J♥', '3♥', '2♣', '5♣', 'K♣']"
788,"['J♠', '5♣', '5♠', '4♠', 'K♦']"
789,"['J♥', '4♥', 'K♣', 'A♣', '8♠']"
790,"['J♠', '5♦', 'Q♠', '9♥', 'K♣']"
791,"['8♥', '2♠', 'J♠', 'A♥', '4♦']"
792,"['10♣', '5♠', '6♣', 'Q♠', '9♥']"
793,"['K♣', '7♠', '9♠', '7♥', '9♥']"
794,"['9♦', '4♠', '6♦', '6♥', 'J♦']"
795,"['7♣', 'J♠', '4♦', 'Q♥', '6♣']"
796,"['6♦', '5♠', '10♠', '6♣', '9♦']"
797,"['4♠', 'K♦', '8♣', '3♥', '6♥']"
798,"['3♥', '7♠', 'J♦', '9♦', 'Q♠']"
799,"['K♣', '2♠', '4♠', '6♠', '6♥']"
800,"['6♥', '10♦', 'Q♦', '3♦', 'A♥']"
801,"['8♠', 'J♦', '7♣', '6♥', '2♣']"
802,"['7♣', '2♥', '4♥', '6♦', '7♠']"
803,"['9♠', 'Q♦', '6♠', '2♦', '4♥']"
804,"['8♦', 'J♦', '4♦', '9♠', '7♦']"
805,"['9♣', '5♣', '2♠', '7♦', '2♥']"
806,"['5♦', '7♣', '3♠', 'K♥', 'J♣']"
807,"['J♠', '10♠', '9♣', '2♣', 'Q♠']"
808,"['9♦', '3♠', '10♠', '6♠', 'J♦']"
809,"['K♠', '5♥', '6♥', '2♦', '6♦']"
810,"['Q♦', 'J♦', 'Q♣', 'K♦', '2♣']"
811,"['3♦', '5♣', 'Q♦', '4♣', '5♠']"
812,"['2♦', 'K♦', '2♠', '7♦', '10♥']"
813,"['10♥', '4♦', '2♦', 'A♣', 'J♦']"
814,"['K♦', 'Q♥', 'J♦', 'J♣', '5♥']"
815,"['J♥', '5♦', '2♠', '4♥', '3♦']"
816,"['A♦', '2♦', '4♣', '5♠', '4♠']"
817,"['6♥', '3♣', 'A♣', '3♦', '7♥']"
818,"['Q♣', 'K♥', '6♦', 'K♦', 'A♥']"
819,"['Q♦', '3♠', '4♦', '10♠', '6♦']"
820,"['9♥', '5♦', '3♥', '8♣', '6♥']"
821,"['Q♠', 'K♣', '7♠', '3♥', '9♥']"
822,"['5♠', '10♦', '9♠', 'K♣', '3♣']"
823,"['6♦', '4♠', 'K♣', '10♥', 'J♠']"
824,"['A♦', '7♥', 'A♣', '7♠', '6♠']"
825,"['J♦', '9♠', '2♦', '2♥', '3♠']"
826,"['8♥', '6♠', '3♠', '9♣', 'Q♣']"
827,"['J♥', '7♦', 'A♥', '3♦', '2♥']"
828,"['5♣', 'J♠', 'K♠', '5♠', '2♠']"
829,"['3♠', '4♣', '8♣', 'A♣', '4♦']"
830,"['2♥', 'J♦', 'J♠', '4♦', '2♠']"
831,"['A♥', 'K♠', '8♣', '4♥', '7♠']"
832,"['9♥', '4♥', '6♠', '8♠', '7♥']"
833,"['A♣', 'J♥', 'J♣', 'K♣', '4♣']"
834,"['5♦', '9♠', '6♠', '2♦', '3♦']"
835,"['A♥', '6♥', '3♥', '7♥', '9♥']"
836,"['K♦', '5♥', '5♣', 'Q♠', '6♥']"
837,"['9♦', '5♠', '3♥', 'A♣', 'J♣']"
838,"['J♦', '4♣', '8♥', 'Q♠', '2♣']"
839,"['8♥', 'J♦', '10♠', 'K♦', '9♥']"
840,"['K♦', '4♣', '6♣', 'Q♣', '10♦']"
841,"['10♠', '2♥', 'Q♥', '4♥', '5♠']"
842,"['6♠', '3♣', 'Q♦', '4♥', '6♣']"
843,"['Q♦', '3♥', 'K♦', '2♣', 'J♦']"
844,"['2♣', '3♣', '5♠', 'K♣', '10♦']"
845,"['J♠', '8♦', 'Q♠', '10♦', 'A♣']"
846,"['Q♠', '9♦', '3♥', '6♦', '6♣']"
847,"['6♥', '9♣', '10♦', 'J♥', 'Q♦']"
848,"['2♥', '9♣', '6♦', 'Q♠', 'K♠']"
849,"['8♣', '9♦', '6♦', '10♥', '2♠']"
850,"['3♥', 'K♣', '9♥', '10♥', '8♠']"
851,"['4♣', '2♣', '2♦', 'K♥', '2♥']"
852,"['7♥', '4♠', '8♠', 'J♣', '6♠']"
853,"['3♦', '2♦', 'J♥', '7♠', '10♣']"
854,"['J♦', 'K♦', '9♥', '5♠', '4♦']"
855,"['2♥', '6♦', '4♠', '7♠', 'Q♠']"
856,"['4♦', 'Q♦', 'K♠', '5♥', 'K♥']"
857,"['K♥', '2♣', 'J♥', '4♥', 'A♦']"
858,"['J♦', '7♠', '9♣', 'Q♥', '5♥']"
859,"['5♥', '6♣', '5♦', '9♠', 'Q♥']"
860,"['7♣', '5♦', '6♥', '7♦', '6♠']"
861,"['5♦', '6♥', '2♥', 'J♠', '3♠']"
862,"['K♦', '7♠', 'J♠', '10♠', '3♦']"
863,"['10♣', '8♦', '4♠', '3♦', '10♠']"
864,"['J♣', '2♣', '3♣', '4♣', '4♦']"
865,"['J♣', 'K♣', '7♣', 'K♦', 'K♥']"
866,"['2♥', 'K♥', '3♦', 'A♦', '2♣']"
867,"['2♣', '4♣', 'J♣', 'J♦', '3♠']"
868,"['7♥', '2♦', '2♥', '2♣', '5♥']"
869,"['J♣', '9♦', '7♣', 'A♣', '10♠']"
870,"['K♠', '9♥', 'K♣', '2♦', '10♠']"
871,"['6♠', '6♥', '3♣', '4♣', '6♣']"
872,"['A♦', 'Q♣', 'K♣', '9♥', '6♦']"
873,"['K♠', '4♣', '8♣', '7♣', 'Q♦']"
874,"['6♦', '10♦', 'Q♠', '8♣', 'J♦']"
875,"['J♣', '5♠', '10♣', 'Q♥', 'J♦']"
876,"['10♦', '4♠', 'Q♣', '9♦', '9♣']"
877,"['3♣', '6♠', '5♦', 'J♣', '10♣']"
878,"['3♦', '4♠', 'Q♦', 'K♦', '10♠']"
879,"['6♣', '3♥', '4♠', '3♦', '2♦']"
880,"['K♣', '6♦', '6♣', '9♦', 'Q♣']"
881,"['Q♠', '10♣', '7♥', '2♦', 'Q♥']"
882,"['3♠', 'A♥', '8♠', '7♥', 'J♦']"
883,"['J♦', '6♣', '10♦', 'Q♦', 'J♠']"
884,"['4♣', 'Q♠', '5♦', 'K♠', 'K♣']"
